date,stock_code,stock_name,industry,open,close,high,low,volume
2025-03-12,AAPL,Apple,Technology,48.81,49.5,50.74,47.54,1995387
2025-03-13,AAPL,Apple,Technology,49.5,48.56,50.75,47.81,7114819
2025-03-14,AAPL,Apple,Technology,48.56,48.71,48.73,47.21,2379606
2025-03-17,AAPL,Apple,Technology,48.71,47.1,49.93,46.08,2640974
2025-03-18,AAPL,Apple,Technology,47.1,48.03,48.1,46.49,3478748
2025-03-19,AAPL,Apple,Technology,48.03,46.66,48.81,45.48,3634975
2025-03-20,AAPL,Apple,Technology,46.66,45.72,47.93,44.38,3875056
2025-03-21,AAPL,Apple,Technology,45.72,46.33,47.19,45.35,1026922
2025-03-24,AAPL,Apple,Technology,46.33,47.16,47.93,45.57,6093945
2025-03-25,AAPL,Apple,Technology,47.16,45.97,48.48,45.51,7830304
2025-03-26,AAPL,Apple,Technology,45.97,46.72,47.52,45.25,7770175
2025-03-27,AAPL,Apple,Technology,46.72,47.44,47.47,46.57,9943382
2025-03-28,AAPL,Apple,Technology,47.44,46.48,48.19,46.44,7177701
2025-03-31,AAPL,Apple,Technology,46.48,45.82,47.82,44.86,6315143
2025-04-01,AAPL,Apple,Technology,45.82,45.26,46.63,44.48,8179391
2025-04-02,AAPL,Apple,Technology,45.26,43.05,45.29,42.57,5101334
2025-04-03,AAPL,Apple,Technology,43.05,43.46,44.19,43.01,6279000
2025-04-04,AAPL,Apple,Technology,43.46,43.27,44.0,43.26,3292158
2025-04-07,AAPL,Apple,Technology,43.27,44.1,44.6,42.01,4684079
2025-04-08,AAPL,Apple,Technology,44.1,43.77,45.32,42.58,6542961
2025-04-09,AAPL,Apple,Technology,43.77,43.82,45.08,43.41,3522042
2025-04-10,AAPL,Apple,Technology,43.82,42.6,44.73,41.84,7687750
2025-04-11,AAPL,Apple,Technology,42.6,43.49,44.0,41.57,3273812
2025-04-14,AAPL,Apple,Technology,43.49,42.37,43.91,41.28,5386348
2025-04-15,AAPL,Apple,Technology,42.37,42.83,43.59,41.12,1980986
2025-04-16,AAPL,Apple,Technology,42.83,42.31,42.9,41.34,7005371
2025-04-17,AAPL,Apple,Technology,42.31,42.0,43.05,41.61,4562513
2025-04-18,AAPL,Apple,Technology,42.0,42.71,43.41,41.72,5525307
2025-04-21,AAPL,Apple,Technology,42.71,41.66,43.75,40.84,9301411
2025-04-22,AAPL,Apple,Technology,41.66,41.81,42.05,40.7,4398831
2025-04-23,AAPL,Apple,Technology,41.81,42.51,43.19,40.7,4188408
2025-04-24,AAPL,Apple,Technology,42.51,43.44,44.45,41.28,4264597
2025-04-25,AAPL,Apple,Technology,43.44,42.86,43.93,41.82,8720277
2025-04-28,AAPL,Apple,Technology,42.86,42.93,43.87,42.07,9114094
2025-04-29,AAPL,Apple,Technology,42.93,42.59,43.6,41.88,1594767
2025-04-30,AAPL,Apple,Technology,42.59,41.55,43.13,40.51,7962991
2025-05-01,AAPL,Apple,Technology,41.55,42.6,43.76,40.41,2174421
2025-05-02,AAPL,Apple,Technology,42.6,41.7,42.71,40.74,4143882
2025-05-05,AAPL,Apple,Technology,41.7,42.32,42.43,41.25,8161725
2025-05-06,AAPL,Apple,Technology,42.32,42.8,43.86,42.02,9480948
2025-05-07,AAPL,Apple,Technology,42.8,41.63,43.12,40.79,4060016
2025-05-08,AAPL,Apple,Technology,41.63,41.01,42.7,40.04,3637384
2025-05-09,AAPL,Apple,Technology,41.01,41.1,42.13,40.39,3190708
2025-05-12,AAPL,Apple,Technology,41.1,41.35,42.52,39.94,4414690
2025-05-13,AAPL,Apple,Technology,41.35,40.63,41.68,40.58,9881898
2025-05-14,AAPL,Apple,Technology,40.63,40.47,41.36,39.45,4187039
2025-05-15,AAPL,Apple,Technology,40.47,39.95,40.53,38.91,2651924
2025-05-16,AAPL,Apple,Technology,39.95,38.49,40.46,37.9,8485351
2025-05-19,AAPL,Apple,Technology,38.49,36.87,38.52,35.78,6197719
2025-05-20,AAPL,Apple,Technology,36.87,36.17,37.64,35.64,5743891
2025-05-21,AAPL,Apple,Technology,36.17,35.99,36.2,35.65,7623941
2025-05-22,AAPL,Apple,Technology,35.99,35.88,37.03,35.64,6213986
2025-05-23,AAPL,Apple,Technology,35.88,34.56,35.89,33.7,3614120
2025-05-26,AAPL,Apple,Technology,34.56,32.98,35.4,32.88,6977900
2025-05-27,AAPL,Apple,Technology,32.98,33.97,34.88,32.53,1483743
2025-05-28,AAPL,Apple,Technology,33.97,33.01,34.08,32.08,9791116
2025-05-29,AAPL,Apple,Technology,33.01,33.53,34.07,32.53,7759679
2025-05-30,AAPL,Apple,Technology,33.53,33.12,34.42,32.89,2158052
2025-06-02,AAPL,Apple,Technology,33.12,32.94,34.08,32.81,7499918
2025-06-03,AAPL,Apple,Technology,32.94,32.67,33.17,32.07,4603333
2025-06-04,AAPL,Apple,Technology,32.67,32.22,33.48,31.39,2666408
2025-06-05,AAPL,Apple,Technology,32.22,31.13,32.41,30.34,8102119
2025-06-06,AAPL,Apple,Technology,31.13,29.76,31.27,29.39,7592561
2025-06-09,AAPL,Apple,Technology,29.76,29.18,30.53,28.78,8245284
2025-06-10,AAPL,Apple,Technology,29.18,27.85,29.22,27.55,7196804
2025-06-11,AAPL,Apple,Technology,27.85,27.17,27.94,27.09,4369194
2025-06-12,AAPL,Apple,Technology,27.17,27.51,27.71,26.43,2922755
2025-06-13,AAPL,Apple,Technology,27.51,28.16,28.34,27.21,5521969
2025-06-16,AAPL,Apple,Technology,28.16,28.62,28.67,28.04,8071781
2025-06-17,AAPL,Apple,Technology,28.62,28.42,28.86,27.69,5683400
2025-06-18,AAPL,Apple,Technology,28.42,28.02,28.96,27.63,4205812
2025-06-19,AAPL,Apple,Technology,28.02,28.12,28.55,27.57,8583173
2025-06-20,AAPL,Apple,Technology,28.12,27.96,28.54,27.23,9083972
2025-06-23,AAPL,Apple,Technology,27.96,27.96,28.11,27.64,3024999
2025-06-24,AAPL,Apple,Technology,27.96,27.86,28.78,27.21,5361807
2025-06-25,AAPL,Apple,Technology,27.86,27.59,28.37,26.94,6222239
2025-06-26,AAPL,Apple,Technology,27.59,27.65,27.73,27.45,9470996
2025-06-27,AAPL,Apple,Technology,27.65,28.48,28.77,27.0,6566456
2025-06-30,AAPL,Apple,Technology,28.48,28.26,28.67,28.02,5926585
2025-07-01,AAPL,Apple,Technology,28.26,28.15,28.37,27.62,8113550
2025-07-02,AAPL,Apple,Technology,28.15,28.62,28.86,27.94,5149498
2025-07-03,AAPL,Apple,Technology,28.62,28.83,29.08,28.11,2123179
2025-07-04,AAPL,Apple,Technology,28.83,28.29,29.36,28.26,3623618
2025-07-07,AAPL,Apple,Technology,28.29,27.55,28.68,27.07,6726002
2025-07-08,AAPL,Apple,Technology,27.55,27.12,28.27,27.03,2813698
2025-07-09,AAPL,Apple,Technology,27.12,26.8,27.89,26.29,7250592
2025-07-10,AAPL,Apple,Technology,26.8,26.15,27.14,26.05,3413394
2025-07-11,AAPL,Apple,Technology,26.15,25.8,26.72,25.73,3438348
2025-07-14,AAPL,Apple,Technology,25.8,25.47,26.22,24.83,3978667
2025-07-15,AAPL,Apple,Technology,25.47,25.57,26.01,24.79,4150963
2025-07-16,AAPL,Apple,Technology,25.57,25.77,26.46,25.16,8859770
2025-07-17,AAPL,Apple,Technology,25.77,25.0,25.82,24.84,9066270
2025-07-18,AAPL,Apple,Technology,25.0,24.98,25.47,24.24,7038635
2025-07-21,AAPL,Apple,Technology,24.98,23.94,25.46,23.94,7568893
2025-07-22,AAPL,Apple,Technology,23.94,23.88,24.63,23.41,2684981
2025-07-23,AAPL,Apple,Technology,23.88,23.79,24.01,23.49,5209510
2025-07-24,AAPL,Apple,Technology,23.79,24.03,24.04,23.63,6005990
2025-07-25,AAPL,Apple,Technology,24.03,23.32,24.05,22.85,8619646
2025-07-28,AAPL,Apple,Technology,23.32,23.65,23.9,23.01,1962123
2025-07-29,AAPL,Apple,Technology,23.65,23.2,24.26,22.86,4563897
2025-07-30,AAPL,Apple,Technology,23.2,22.64,23.2,22.5,9904244
2025-07-31,AAPL,Apple,Technology,22.64,22.83,23.03,22.28,3876427
2025-08-01,AAPL,Apple,Technology,22.83,22.22,23.01,22.06,4015622
2025-08-04,AAPL,Apple,Technology,22.22,22.64,23.12,22.22,8944664
2025-08-05,AAPL,Apple,Technology,22.64,23.39,23.7,22.44,9335859
2025-08-06,AAPL,Apple,Technology,23.39,23.92,24.14,22.92,3341493
2025-08-07,AAPL,Apple,Technology,23.92,24.79,24.98,23.59,2696435
2025-08-08,AAPL,Apple,Technology,24.79,25.09,25.11,24.42,5369220
2025-08-11,AAPL,Apple,Technology,25.09,25.04,25.38,24.65,4479285
2025-08-12,AAPL,Apple,Technology,25.04,24.82,25.07,24.74,1360726
2025-08-13,AAPL,Apple,Technology,24.82,26.13,26.62,24.35,2386173
2025-08-14,AAPL,Apple,Technology,26.13,25.92,26.19,25.69,6857151
2025-08-15,AAPL,Apple,Technology,25.92,26.18,26.64,25.51,3931483
2025-08-18,AAPL,Apple,Technology,26.18,26.12,26.64,25.67,5406708
2025-08-19,AAPL,Apple,Technology,26.12,25.35,26.6,24.85,3029163
2025-08-20,AAPL,Apple,Technology,25.35,24.85,25.37,24.3,6407043
2025-08-21,AAPL,Apple,Technology,24.85,25.13,25.14,24.67,4698455
2025-08-22,AAPL,Apple,Technology,25.13,25.74,25.84,24.43,6682444
2025-08-25,AAPL,Apple,Technology,25.74,25.9,26.12,25.13,4923016
2025-08-26,AAPL,Apple,Technology,25.9,25.91,26.27,25.71,7329272
2025-08-27,AAPL,Apple,Technology,25.91,26.4,26.69,25.29,9699890
2025-08-28,AAPL,Apple,Technology,26.4,26.36,27.12,26.34,5885089
2025-08-29,AAPL,Apple,Technology,26.36,25.93,26.66,25.88,2773239
2025-09-01,AAPL,Apple,Technology,25.93,26.01,26.08,25.32,2654326
2025-09-02,AAPL,Apple,Technology,26.01,25.87,26.75,25.14,4620537
2025-09-03,AAPL,Apple,Technology,25.87,25.74,26.11,25.12,1750697
2025-09-04,AAPL,Apple,Technology,25.74,25.41,25.78,25.24,1974199
2025-09-05,AAPL,Apple,Technology,25.41,25.7,25.99,25.33,7912855
2025-09-08,AAPL,Apple,Technology,25.7,25.58,25.93,24.96,5622838
2025-09-09,AAPL,Apple,Technology,25.58,25.24,25.85,24.61,7928756
2025-09-10,AAPL,Apple,Technology,25.24,25.16,25.66,25.11,9570698
2025-09-11,AAPL,Apple,Technology,25.16,25.41,25.86,24.58,5184792
2025-09-12,AAPL,Apple,Technology,25.41,25.71,26.11,24.74,7755656
2025-09-15,AAPL,Apple,Technology,25.71,25.03,25.74,24.48,9955926
2025-09-16,AAPL,Apple,Technology,25.03,24.65,25.71,24.26,1285686
2025-09-17,AAPL,Apple,Technology,24.65,24.57,24.92,24.17,4354149
2025-09-18,AAPL,Apple,Technology,24.57,24.15,24.76,23.62,5243081
2025-09-19,AAPL,Apple,Technology,24.15,24.64,25.33,23.96,5899031
2025-09-22,AAPL,Apple,Technology,24.64,24.64,24.9,24.19,4999701
2025-09-23,AAPL,Apple,Technology,24.64,24.89,25.58,24.43,7202355
2025-09-24,AAPL,Apple,Technology,24.89,25.72,26.29,24.7,4366668
2025-09-25,AAPL,Apple,Technology,25.72,26.75,27.52,25.1,9949721
2025-09-26,AAPL,Apple,Technology,26.75,27.33,27.95,25.95,5223264
2025-09-29,AAPL,Apple,Technology,27.33,27.42,27.8,26.54,2521766
2025-09-30,AAPL,Apple,Technology,27.42,27.67,27.8,26.69,5903772
2025-10-01,AAPL,Apple,Technology,27.67,27.42,28.26,26.64,8760857
2025-10-02,AAPL,Apple,Technology,27.42,27.43,27.64,26.81,4748181
2025-10-03,AAPL,Apple,Technology,27.43,27.08,27.94,26.32,7994441
2025-10-06,AAPL,Apple,Technology,27.08,27.15,27.34,26.31,2303118
2025-10-07,AAPL,Apple,Technology,27.15,27.59,27.91,26.38,1071900
2025-10-08,AAPL,Apple,Technology,27.59,26.73,27.6,26.54,8516655
2025-10-09,AAPL,Apple,Technology,26.73,27.38,27.52,26.34,2297251
2025-10-10,AAPL,Apple,Technology,27.38,27.0,27.79,26.75,2769161
2025-10-13,AAPL,Apple,Technology,27.0,27.09,27.39,26.36,2544956
2025-10-14,AAPL,Apple,Technology,27.09,26.61,27.62,25.89,5303244
2025-10-15,AAPL,Apple,Technology,26.61,26.08,26.77,25.96,6203786
2025-10-16,AAPL,Apple,Technology,26.08,25.95,26.39,25.92,2212551
2025-10-17,AAPL,Apple,Technology,25.95,25.98,26.27,25.6,5528742
2025-10-20,AAPL,Apple,Technology,25.98,25.06,26.72,25.02,3437038
2025-10-21,AAPL,Apple,Technology,25.06,24.16,25.73,23.92,6933910
2025-10-22,AAPL,Apple,Technology,24.16,24.1,24.21,24.09,3315955
2025-10-23,AAPL,Apple,Technology,24.1,24.2,24.21,24.01,5270252
2025-10-24,AAPL,Apple,Technology,24.2,24.36,25.0,24.04,9703967
2025-10-27,AAPL,Apple,Technology,24.36,23.7,24.55,23.39,3400200
2025-10-28,AAPL,Apple,Technology,23.7,23.5,24.33,23.29,8334407
2025-10-29,AAPL,Apple,Technology,23.5,23.47,23.89,23.13,8416088
2025-10-30,AAPL,Apple,Technology,23.47,23.64,23.82,23.19,2767004
2025-10-31,AAPL,Apple,Technology,23.64,24.54,24.91,23.33,8998618
2025-11-03,AAPL,Apple,Technology,24.54,24.67,24.82,24.36,2465393
2025-11-04,AAPL,Apple,Technology,24.67,25.5,25.69,24.5,6156390
2025-11-05,AAPL,Apple,Technology,25.5,24.98,25.79,24.93,1204513
2025-11-06,AAPL,Apple,Technology,24.98,24.83,25.69,24.73,4292785
2025-11-07,AAPL,Apple,Technology,24.83,26.35,26.81,24.72,6666763
2025-11-10,AAPL,Apple,Technology,26.35,27.17,27.79,26.18,1023352
2025-11-11,AAPL,Apple,Technology,27.17,26.14,27.25,25.91,8725703
2025-11-12,AAPL,Apple,Technology,26.14,26.51,26.72,26.03,7767081
2025-11-13,AAPL,Apple,Technology,26.51,26.64,26.79,25.9,7815103
2025-11-14,AAPL,Apple,Technology,26.64,26.8,27.28,26.17,3584727
2025-11-17,AAPL,Apple,Technology,26.8,26.62,26.85,25.9,4002189
2025-11-18,AAPL,Apple,Technology,26.62,27.31,27.39,25.83,4954076
2025-11-19,AAPL,Apple,Technology,27.31,27.41,27.42,27.29,8447291
2025-11-20,AAPL,Apple,Technology,27.41,28.02,28.66,27.09,8359168
2025-11-21,AAPL,Apple,Technology,28.02,28.95,29.08,27.92,8359918
2025-11-24,AAPL,Apple,Technology,28.95,29.36,30.02,28.71,2231711
2025-11-25,AAPL,Apple,Technology,29.36,29.18,30.21,28.74,3425998
2025-11-26,AAPL,Apple,Technology,29.18,28.61,29.82,28.48,8060036
2025-11-27,AAPL,Apple,Technology,28.61,29.05,29.82,28.04,5021253
2025-11-28,AAPL,Apple,Technology,29.05,29.84,30.66,28.31,7950376
2025-12-01,AAPL,Apple,Technology,29.84,29.96,30.18,29.58,1916572
2025-12-02,AAPL,Apple,Technology,29.96,29.26,30.51,28.78,8116564
2025-12-03,AAPL,Apple,Technology,29.26,29.39,30.07,29.23,5509701
2025-12-04,AAPL,Apple,Technology,29.39,29.96,30.86,28.63,2699425
2025-12-05,AAPL,Apple,Technology,29.96,29.35,30.83,28.68,7225939
2025-12-08,AAPL,Apple,Technology,29.35,30.31,31.2,28.7,6687832
2025-12-09,AAPL,Apple,Technology,30.31,30.55,30.72,29.94,6985038
2025-12-10,AAPL,Apple,Technology,30.55,30.86,31.4,30.17,5316689
2025-12-11,AAPL,Apple,Technology,30.86,30.19,31.08,29.81,1638544
2025-12-12,AAPL,Apple,Technology,30.19,29.53,30.6,28.82,1685198
2025-12-15,AAPL,Apple,Technology,29.53,28.41,29.74,27.91,9368022
2025-12-16,AAPL,Apple,Technology,28.41,28.06,28.61,27.71,2609522
2025-12-17,AAPL,Apple,Technology,28.06,28.81,29.22,27.78,9034756
2025-12-18,AAPL,Apple,Technology,28.81,28.98,29.35,28.73,9169773
2025-12-19,AAPL,Apple,Technology,28.98,28.04,29.32,27.61,3694598
2025-12-22,AAPL,Apple,Technology,28.04,28.01,28.74,27.73,8471132
2025-12-23,AAPL,Apple,Technology,28.01,27.76,28.15,27.6,5857227
2025-12-24,AAPL,Apple,Technology,27.76,28.28,28.33,27.65,7867717
2025-12-25,AAPL,Apple,Technology,28.28,28.7,29.56,27.93,7068746
2025-12-26,AAPL,Apple,Technology,28.7,27.78,29.28,27.6,2291679
2025-12-29,AAPL,Apple,Technology,27.78,27.4,28.0,27.39,1834165
2025-12-30,AAPL,Apple,Technology,27.4,26.8,28.09,26.06,2962764
2025-12-31,AAPL,Apple,Technology,26.8,26.64,26.81,26.13,7519605
2025-01-01,MSFT,Microsoft,Technology,147.21,144.08,148.32,140.84,6018805
2025-01-02,MSFT,Microsoft,Technology,144.08,147.4,151.14,142.58,3344578
2025-01-03,MSFT,Microsoft,Technology,147.4,151.06,155.54,147.16,2781487
2025-01-06,MSFT,Microsoft,Technology,151.06,148.32,151.31,144.01,8143560
2025-01-07,MSFT,Microsoft,Technology,148.32,149.02,152.18,145.34,5407944
2025-01-08,MSFT,Microsoft,Technology,149.02,147.99,150.87,146.54,8761072
2025-01-09,MSFT,Microsoft,Technology,147.99,151.58,154.47,147.11,8104569
2025-01-10,MSFT,Microsoft,Technology,151.58,153.51,156.12,149.57,5662837
2025-01-13,MSFT,Microsoft,Technology,153.51,154.13,158.29,151.65,1662817
2025-01-14,MSFT,Microsoft,Technology,154.13,151.27,154.58,150.16,1689624
2025-01-15,MSFT,Microsoft,Technology,151.27,154.3,158.76,150.46,6794232
2025-01-16,MSFT,Microsoft,Technology,154.3,157.37,159.16,152.45,8937516
2025-01-17,MSFT,Microsoft,Technology,157.37,162.42,167.19,155.47,5142736
2025-01-20,MSFT,Microsoft,Technology,162.42,166.61,167.28,162.34,5514274
2025-01-21,MSFT,Microsoft,Technology,166.61,161.01,166.8,157.35,5536470
2025-01-22,MSFT,Microsoft,Technology,161.01,161.58,166.33,156.61,9711878
2025-01-23,MSFT,Microsoft,Technology,161.58,163.97,168.14,156.99,5790030
2025-01-24,MSFT,Microsoft,Technology,163.97,168.55,170.07,162.55,6153685
2025-01-27,MSFT,Microsoft,Technology,168.55,167.34,169.77,163.26,3082508
2025-01-28,MSFT,Microsoft,Technology,167.34,169.72,170.87,163.21,3819340
2025-01-29,MSFT,Microsoft,Technology,169.72,167.85,174.09,163.63,9237387
2025-01-30,MSFT,Microsoft,Technology,167.85,166.15,172.15,161.66,8222910
2025-01-31,MSFT,Microsoft,Technology,166.15,164.54,169.2,161.14,9076158
2025-02-03,MSFT,Microsoft,Technology,164.54,165.34,170.18,162.17,6317203
2025-02-04,MSFT,Microsoft,Technology,165.34,168.34,170.42,161.67,5621443
2025-02-05,MSFT,Microsoft,Technology,168.34,167.52,171.94,166.11,6801847
2025-02-06,MSFT,Microsoft,Technology,167.52,169.36,169.74,163.89,6128986
2025-02-07,MSFT,Microsoft,Technology,169.36,169.52,170.99,166.93,2646882
2025-02-10,MSFT,Microsoft,Technology,169.52,162.72,170.5,160.26,4647378
2025-02-11,MSFT,Microsoft,Technology,162.72,158.09,166.87,155.66,2655024
2025-02-12,MSFT,Microsoft,Technology,158.09,156.8,162.12,156.53,3496018
2025-02-13,MSFT,Microsoft,Technology,156.8,160.32,161.29,154.95,6910205
2025-02-14,MSFT,Microsoft,Technology,160.32,163.68,166.76,156.13,3206828
2025-02-17,MSFT,Microsoft,Technology,163.68,163.11,163.87,162.28,7318063
2025-02-18,MSFT,Microsoft,Technology,163.11,161.94,167.46,157.85,7894864
2025-02-19,MSFT,Microsoft,Technology,161.94,165.23,168.38,159.07,2193758
2025-02-20,MSFT,Microsoft,Technology,165.23,163.32,168.73,159.35,2267451
2025-02-21,MSFT,Microsoft,Technology,163.32,167.22,170.74,158.87,3230689
2025-02-24,MSFT,Microsoft,Technology,167.22,169.83,169.86,163.8,3117248
2025-02-25,MSFT,Microsoft,Technology,169.83,162.95,174.77,161.27,2497141
2025-02-26,MSFT,Microsoft,Technology,162.95,161.23,165.43,157.83,1445077
2025-02-27,MSFT,Microsoft,Technology,161.23,160.88,164.33,160.29,8758500
2025-02-28,MSFT,Microsoft,Technology,160.88,158.62,165.16,156.68,3221622
2025-03-03,MSFT,Microsoft,Technology,158.62,163.13,163.98,155.33,8864154
2025-03-04,MSFT,Microsoft,Technology,163.13,162.93,164.49,162.92,6613095
2025-03-05,MSFT,Microsoft,Technology,162.93,171.92,176.6,162.41,6629107
2025-03-06,MSFT,Microsoft,Technology,171.92,169.27,175.27,165.25,8883938
2025-03-07,MSFT,Microsoft,Technology,169.27,177.67,178.77,168.49,7781741
2025-03-10,MSFT,Microsoft,Technology,177.67,173.53,181.96,172.02,7875991
2025-03-11,MSFT,Microsoft,Technology,173.53,182.53,183.89,172.17,9727557
2025-03-12,MSFT,Microsoft,Technology,182.53,180.07,187.19,176.56,6832880
2025-03-13,MSFT,Microsoft,Technology,180.07,180.46,183.46,175.21,8582640
2025-03-14,MSFT,Microsoft,Technology,180.46,187.69,188.86,175.42,8590225
2025-03-17,MSFT,Microsoft,Technology,187.69,184.57,187.84,180.21,9982237
2025-03-18,MSFT,Microsoft,Technology,184.57,192.05,197.4,181.76,5742646
2025-03-19,MSFT,Microsoft,Technology,192.05,189.4,196.68,185.47,5507261
2025-03-20,MSFT,Microsoft,Technology,189.4,189.81,190.9,184.74,8791486
2025-03-21,MSFT,Microsoft,Technology,189.81,190.03,192.75,189.17,7427836
2025-03-24,MSFT,Microsoft,Technology,190.03,192.27,196.86,186.45,9069171
2025-03-25,MSFT,Microsoft,Technology,192.27,192.01,193.24,186.65,5245626
2025-03-26,MSFT,Microsoft,Technology,192.01,193.23,198.16,186.56,1778975
2025-03-27,MSFT,Microsoft,Technology,193.23,196.35,198.06,189.77,5355477
2025-03-28,MSFT,Microsoft,Technology,196.35,201.56,205.59,191.14,5881908
2025-03-31,MSFT,Microsoft,Technology,201.56,204.06,204.87,199.56,1880733
2025-04-01,MSFT,Microsoft,Technology,204.06,207.2,212.78,203.89,5038643
2025-04-02,MSFT,Microsoft,Technology,207.2,205.71,210.19,200.75,9812055
2025-04-03,MSFT,Microsoft,Technology,205.71,210.25,213.9,205.55,5653150
2025-04-04,MSFT,Microsoft,Technology,210.25,211.38,216.29,208.34,3405559
2025-04-07,MSFT,Microsoft,Technology,211.38,211.81,218.11,205.4,6273465
2025-04-08,MSFT,Microsoft,Technology,211.81,203.29,215.64,200.17,5703205
2025-04-09,MSFT,Microsoft,Technology,203.29,198.89,205.91,197.45,3111542
2025-04-10,MSFT,Microsoft,Technology,198.89,196.29,202.84,192.6,9082480
2025-04-11,MSFT,Microsoft,Technology,196.29,199.12,200.47,191.58,2249428
2025-04-14,MSFT,Microsoft,Technology,199.12,191.58,203.68,187.21,3866542
2025-04-15,MSFT,Microsoft,Technology,191.58,198.17,199.78,189.34,5594386
2025-04-16,MSFT,Microsoft,Technology,198.17,196.47,200.12,190.73,3057698
2025-04-17,MSFT,Microsoft,Technology,196.47,195.24,198.06,194.07,7850445
2025-04-18,MSFT,Microsoft,Technology,195.24,199.6,205.23,189.96,7239936
2025-04-21,MSFT,Microsoft,Technology,199.6,196.6,200.05,195.11,1971841
2025-04-22,MSFT,Microsoft,Technology,196.6,193.79,200.18,188.75,2679317
2025-04-23,MSFT,Microsoft,Technology,193.79,196.53,198.1,191.51,4646088
2025-04-24,MSFT,Microsoft,Technology,196.53,197.4,198.91,193.66,5573682
2025-04-25,MSFT,Microsoft,Technology,197.4,197.43,201.18,193.58,9776382
