transaction_id,user_id,product_id,amount,transaction_type,date
129,1178,NVDA,72552.07,BUY,2025-09-19
130,1896,QQQ,65864.02,BUY,2025-06-14
131,1436,TSLA,20182.76,BUY,2025-12-01
132,1548,AAPL,39173.25,BUY,2025-05-11
133,1297,SPY,92142.33,BUY,2025-03-23
134,1491,QQQ,42777.19,SELL,2025-05-02
135,1376,MSFT,51022.63,SELL,2025-06-26
136,1845,QQQ,49047.22,BUY,2025-07-03
137,1060,QQQ,20368.73,SELL,2025-12-03
138,1012,QQQ,89702.21,BUY,2025-05-11
139,1589,NVDA,69065.62,BUY,2025-11-11
140,1033,MSFT,35647.13,SELL,2025-03-09
141,1326,MSFT,18065.68,SELL,2025-03-19
142,1068,AAPL,59786.86,SELL,2025-05-31
143,1872,SPY,58898.03,BUY,2025-05-18
144,1258,SPY,95478.89,SELL,2025-10-04
145,1065,MSFT,29446.58,SELL,2025-02-05
146,1306,AAPL,69091.48,BUY,2025-06-16
147,1936,TSLA,8782.82,SELL,2025-08-16
148,1407,SPY,18105.61,SELL,2025-04-16
149,1512,SPY,81247.32,SELL,2025-07-08
150,1580,TSLA,7062.34,SELL,2025-12-03
151,1415,NVDA,92867.36,SELL,2025-05-14
152,1792,TSLA,96968.3,SELL,2025-02-19
153,1090,AAPL,31226.61,SELL,2025-08-07
154,1487,MSFT,71743.37,BUY,2025-09-24
155,1606,AAPL,98722.98,BUY,2025-03-05
156,1006,TSLA,63070.02,SELL,2025-03-12
157,1085,NVDA,14525.16,SELL,2025-10-03
158,1526,TSLA,1700.36,SELL,2025-08-23
159,1043,QQQ,2387.52,BUY,2025-04-29
160,1749,AAPL,20793.81,BUY,2025-06-25
161,1766,QQQ,41533.84,SELL,2025-08-24
162,1772,NVDA,81324.87,SELL,2025-04-28
163,1016,NVDA,14966.37,SELL,2025-10-06
164,1202,QQQ,43449.03,BUY,2025-02-05
165,1242,AAPL,31476.34,SELL,2025-03-16
166,1688,AAPL,49912.68,SELL,2025-06-24
167,1450,MSFT,24750.36,SELL,2025-10-27
168,1207,QQQ,81159.03,SELL,2025-06-24
169,1862,QQQ,61311.85,SELL,2025-11-15
170,1239,AAPL,77302.18,SELL,2025-09-11
171,1645,MSFT,92381.71,BUY,2025-07-26
172,1405,MSFT,79685.2,BUY,2025-11-23
173,1111,MSFT,89494.94,SELL,2025-12-31
174,1819,SPY,92809.59,BUY,2025-01-17
175,1544,NVDA,84665.64,BUY,2025-07-26
176,1565,NVDA,40876.77,BUY,2025-11-15
177,1564,MSFT,91017.67,BUY,2025-02-02
178,1185,TSLA,39710.04,SELL,2025-04-08
179,1999,QQQ,20226.59,SELL,2025-11-07
180,1316,SPY,83003.12,SELL,2025-07-31
181,1328,SPY,54286.15,BUY,2025-07-25
182,1774,TSLA,43605.18,BUY,2025-11-17
183,1005,SPY,60048.54,BUY,2025-04-29
184,1569,AAPL,20051.41,SELL,2025-10-20
185,1156,NVDA,89094.87,SELL,2025-03-03
186,1177,NVDA,51644.45,SELL,2025-02-18
187,1101,QQQ,12084.88,SELL,2025-06-22
188,1530,SPY,99608.27,SELL,2025-11-17
189,1003,AAPL,37149.88,BUY,2025-11-07
190,1303,QQQ,22336.21,BUY,2025-06-30
191,1178,QQQ,41157.23,SELL,2025-02-28
192,1389,NVDA,97614.83,SELL,2025-08-15
193,1103,SPY,69704.04,SELL,2025-01-09
194,1337,NVDA,40737.57,SELL,2025-03-20
195,1382,SPY,76066.15,SELL,2025-01-06
196,1938,AAPL,45588.42,SELL,2025-01-11
197,1707,TSLA,13667.28,SELL,2025-04-03
198,1390,SPY,61614.67,BUY,2025-01-09
199,1080,AAPL,52118.55,SELL,2025-06-22
200,1772,SPY,30641.9,BUY,2025-02-18
201,1854,QQQ,55582.18,SELL,2025-02-02
202,1785,QQQ,50144.78,SELL,2025-06-20
203,1984,TSLA,18253.15,BUY,2025-09-14
204,1296,MSFT,78187.48,BUY,2025-07-16
205,1706,AAPL,81466.94,BUY,2025-06-07
206,1077,TSLA,71449.66,BUY,2025-07-07
207,1232,AAPL,24757.87,SELL,2025-01-01
208,1149,SPY,53080.22,BUY,2025-10-28
209,1112,MSFT,50959.51,BUY,2025-12-15
210,1321,AAPL,21456.94,BUY,2025-06-01
211,1809,NVDA,42824.23,BUY,2025-06-02
212,1411,TSLA,64336.37,BUY,2025-01-26
213,1709,MSFT,35908.06,SELL,2025-12-08
214,1024,AAPL,54252.47,BUY,2025-12-08
215,1825,SPY,78486.71,BUY,2025-01-21
216,1133,QQQ,25691.29,SELL,2025-03-25
217,1926,QQQ,53801.45,BUY,2025-02-28
218,1590,MSFT,91241.69,BUY,2025-07-06
219,1405,QQQ,63183.25,BUY,2025-02-17
220,1088,SPY,20623.26,SELL,2025-07-17
221,1236,SPY,1836.51,SELL,2025-04-21
222,1395,AAPL,95346.75,BUY,2025-01-22
223,1377,AAPL,72843.58,BUY,2025-06-19
224,1716,NVDA,61681.24,SELL,2025-02-23
225,1943,TSLA,62025.07,SELL,2025-03-19
226,1818,AAPL,19474.56,SELL,2025-08-12
227,1254,TSLA,55631.31,SELL,2025-02-14
228,1582,NVDA,85097.74,SELL,2025-08-15
229,1482,AAPL,31183.13,BUY,2025-09-15
230,1488,QQQ,7495.68,BUY,2025-03-02
231,1943,TSLA,91285.11,BUY,2025-01-29
232,1424,MSFT,51001.58,BUY,2025-07-07
233,1927,TSLA,93548.65,BUY,2025-10-26
234,1097,SPY,34286.92,SELL,2025-07-18
235,1711,AAPL,45153.59,BUY,2025-06-23
236,1017,MSFT,49899.02,SELL,2025-11-09
237,1071,TSLA,37687.08,SELL,2025-09-06
238,1218,MSFT,36885.45,SELL,2025-11-08
239,1912,AAPL,50536.42,BUY,2025-04-29
240,1742,QQQ,17738.75,SELL,2025-01-18
241,1212,MSFT,69868.95,SELL,2025-11-15
242,1770,MSFT,56055.67,SELL,2025-02-18
243,1717,AAPL,9511.6,BUY,2025-12-25
244,1423,NVDA,20731.8,SELL,2025-07-27
245,1445,QQQ,84777.11,BUY,2025-10-30
246,1790,AAPL,45321.22,BUY,2025-02-21
247,1178,QQQ,92156.51,BUY,2025-05-30
248,1616,NVDA,52612.5,SELL,2025-10-10
249,1405,QQQ,7541.6,BUY,2025-04-11
250,1700,QQQ,3912.16,SELL,2025-06-12
251,1365,SPY,48724.81,SELL,2025-07-29
252,1007,AAPL,1817.6,SELL,2025-09-21
253,1986,QQQ,2968.65,SELL,2025-01-05
254,1780,TSLA,13960.39,BUY,2025-05-11
255,1671,AAPL,76583.03,BUY,2025-10-12
256,1147,MSFT,66392.74,SELL,2025-02-22
257,1034,SPY,99934.86,SELL,2025-12-04
258,1785,SPY,49696.2,BUY,2025-07-22
259,1049,AAPL,3993.44,BUY,2025-10-09
260,1619,AAPL,23774.45,BUY,2025-10-18
261,1753,TSLA,68786.18,SELL,2025-10-28
262,1017,AAPL,61199.59,BUY,2025-01-21
263,1624,MSFT,61803.01,BUY,2025-06-14
264,1454,TSLA,14022.35,BUY,2025-11-28
265,1614,QQQ,26853.46,BUY,2025-07-01
266,1924,SPY,74359.99,SELL,2025-10-22
267,1642,MSFT,42422.26,SELL,2025-12-27
268,1618,QQQ,47261.04,BUY,2025-08-16
269,1137,NVDA,7757.79,SELL,2025-07-05
270,1877,QQQ,34710.31,BUY,2025-06-09
271,1155,AAPL,27447.23,SELL,2025-01-07
272,1646,AAPL,82148.18,BUY,2025-04-22
273,1044,NVDA,63974.41,SELL,2025-04-19
274,1135,NVDA,73960.2,BUY,2025-07-18
275,1316,QQQ,73104.86,SELL,2025-08-20
276,1058,SPY,20799.75,SELL,2025-06-01
277,1874,SPY,90490.61,SELL,2025-02-12
278,1393,MSFT,64638.44,BUY,2025-01-29
279,1899,MSFT,7817.65,SELL,2025-03-13
280,1440,TSLA,71772.96,BUY,2025-06-16
281,1027,TSLA,44313.65,BUY,2025-06-24
282,1427,MSFT,40709.46,BUY,2025-08-22
283,1101,NVDA,45447.18,BUY,2025-12-18
284,1396,QQQ,38613.27,SELL,2025-04-26
285,1578,TSLA,43593.45,SELL,2025-07-16
286,1427,TSLA,49688.43,BUY,2025-10-15
287,1173,TSLA,4142.99,BUY,2025-05-29
288,1021,MSFT,4377.07,SELL,2025-12-14
289,1820,NVDA,47369.36,BUY,2025-07-19
290,1112,QQQ,18245.8,SELL,2025-08-19
291,1374,SPY,70554.03,SELL,2025-09-20
292,1141,MSFT,43585.07,BUY,2025-02-22
293,1580,MSFT,90506.15,BUY,2025-02-04
294,1170,MSFT,42094.4,SELL,2025-03-11
295,1539,SPY,49615.98,SELL,2025-10-26
296,1727,QQQ,43171.9,BUY,2025-01-05
297,1191,SPY,91326.55,SELL,2025-05-16
298,1032,AAPL,96987.69,SELL,2025-08-15
299,1044,AAPL,4852.42,SELL,2025-05-11
300,1908,QQQ,6879.52,BUY,2025-10-22
301,1162,SPY,59251.38,SELL,2025-07-14
302,1885,MSFT,39187.0,SELL,2025-08-09
303,1895,MSFT,63130.01,SELL,2025-02-28
304,1963,AAPL,74307.19,SELL,2025-11-27
305,1622,NVDA,65885.02,BUY,2025-04-27
306,1235,AAPL,83863.53,SELL,2025-12-30
307,1214,AAPL,40865.54,BUY,2025-03-24
308,1119,SPY,71170.78,SELL,2025-10-10
309,1364,NVDA,38412.72,SELL,2025-12-06
310,1790,AAPL,41335.99,SELL,2025-03-11
311,1613,SPY,37731.98,SELL,2025-03-05
312,1220,QQQ,39104.63,BUY,2025-12-14
313,1436,AAPL,50621.59,SELL,2025-08-29
314,1276,MSFT,24308.68,SELL,2025-04-07
315,1780,SPY,3949.06,BUY,2025-10-27
316,1800,SPY,42512.06,BUY,2025-10-28
317,1831,TSLA,32764.87,SELL,2025-12-08
318,1960,NVDA,12438.51,BUY,2025-04-30
319,1563,MSFT,49474.34,BUY,2025-09-02
320,1899,TSLA,71728.76,BUY,2025-02-12
321,1106,MSFT,21479.55,SELL,2025-06-26
322,1969,NVDA,16809.96,BUY,2025-01-18
323,1124,SPY,68107.18,BUY,2025-10-28
324,1512,MSFT,76487.94,BUY,2025-03-15
325,1068,TSLA,41237.04,SELL,2025-08-07
326,1856,TSLA,21039.86,BUY,2025-12-20
327,1258,TSLA,54817.05,SELL,2025-04-13
328,1377,MSFT,63058.46,BUY,2025-06-21
329,1840,NVDA,56152.83,BUY,2025-10-15
330,1478,TSLA,1279.65,SELL,2025-09-04
331,1071,MSFT,70211.9,BUY,2025-09-13
332,1853,NVDA,45497.38,SELL,2025-07-12
333,1384,TSLA,57263.54,SELL,2025-02-17
334,1880,QQQ,87704.89,SELL,2025-02-05
335,1734,MSFT,45304.21,SELL,2025-07-14
336,1222,AAPL,20294.81,BUY,2025-06-14
337,1933,TSLA,75421.97,BUY,2025-10-30
338,1782,SPY,90564.21,BUY,2025-12-16
339,1334,SPY,50847.74,SELL,2025-09-17
340,1706,NVDA,20327.37,BUY,2025-05-20
341,1891,AAPL,68566.75,SELL,2025-11-28
342,1556,AAPL,35271.9,SELL,2025-08-25
343,1088,QQQ,41592.34,BUY,2025-08-31
344,1602,SPY,29295.23,BUY,2025-06-01
345,1478,SPY,1037.51,SELL,2025-07-22
346,1465,QQQ,5350.23,BUY,2025-11-25
347,1923,TSLA,25232.79,BUY,2025-07-18
348,1082,QQQ,3396.72,BUY,2025-10-27
349,1575,NVDA,29788.7,SELL,2025-10-10
350,1281,AAPL,11073.93,BUY,2025-01-23
351,1672,SPY,32057.64,SELL,2025-01-13
352,1498,NVDA,87789.08,BUY,2025-06-10
353,1580,MSFT,45619.9,BUY,2025-04-16
354,1317,QQQ,32687.89,BUY,2025-06-30
355,1264,AAPL,15512.91,SELL,2025-11-03
356,1241,NVDA,26225.03,BUY,2025-12-01
357,1436,NVDA,71439.61,SELL,2025-04-30
358,1244,SPY,10252.46,BUY,2025-01-21
359,1192,TSLA,6644.69,SELL,2025-07-07
360,1297,NVDA,49577.72,SELL,2025-01-08
361,1947,SPY,16147.19,SELL,2025-03-06
362,1915,NVDA,35556.19,BUY,2025-01-16
363,1162,MSFT,17599.28,BUY,2025-08-10
364,1818,NVDA,65172.09,BUY,2025-05-28
365,1013,NVDA,30894.32,SELL,2025-12-29
366,1791,TSLA,26420.99,BUY,2025-09-26
367,1923,TSLA,77692.66,BUY,2025-07-19
368,1566,NVDA,37151.92,BUY,2025-11-02
369,1417,QQQ,85114.33,BUY,2025-04-10
370,1802,NVDA,29215.35,SELL,2025-05-16
371,1298,MSFT,60844.24,SELL,2025-09-08
372,1030,MSFT,25636.29,BUY,2025-08-31
373,1905,MSFT,84060.81,BUY,2025-12-30
374,1751,QQQ,21527.12,BUY,2025-02-20
375,1249,QQQ,4323.85,SELL,2025-07-29
376,1683,AAPL,84133.18,SELL,2025-12-27
377,1573,MSFT,95351.0,SELL,2025-06-02
378,1755,MSFT,15542.92,SELL,2025-08-01
379,1248,SPY,5905.38,SELL,2025-12-01
380,1625,TSLA,66963.38,BUY,2025-02-04
381,1573,QQQ,8452.93,BUY,2025-11-06
382,1798,QQQ,97446.37,SELL,2025-11-25
383,1102,AAPL,51811.5,BUY,2025-07-26
384,1640,TSLA,81837.5,SELL,2025-10-13
385,1581,NVDA,72491.13,SELL,2025-07-25
386,1555,TSLA,63189.94,SELL,2025-05-20
387,1198,MSFT,83443.63,SELL,2025-11-19
388,1532,TSLA,61912.89,BUY,2025-09-14
389,1475,SPY,76687.51,SELL,2025-08-06
390,1722,MSFT,47368.47,BUY,2025-09-07
391,1474,MSFT,87724.37,SELL,2025-07-29
392,1945,SPY,43742.38,SELL,2025-08-12
393,1054,MSFT,93620.8,SELL,2025-01-03
394,1832,NVDA,75438.81,BUY,2025-12-01
395,1306,QQQ,65353.2,BUY,2025-10-24
396,1572,NVDA,4485.6,SELL,2025-08-11
397,1749,TSLA,95667.52,BUY,2025-03-27
398,1906,AAPL,55689.23,SELL,2025-08-05
399,1541,NVDA,36609.17,SELL,2025-10-05
400,1213,AAPL,71612.48,SELL,2025-10-07
401,1165,NVDA,70807.1,BUY,2025-09-17
402,1079,TSLA,95407.95,SELL,2025-01-09
403,1464,SPY,63699.34,BUY,2025-07-12
404,1729,MSFT,6191.96,BUY,2025-12-31
405,1975,TSLA,80123.37,SELL,2025-03-25
406,1185,QQQ,18749.21,SELL,2025-06-07
407,1530,NVDA,17328.34,SELL,2025-09-26
408,1135,MSFT,87297.96,BUY,2025-03-05
409,1694,SPY,39607.04,BUY,2025-11-16
410,1111,QQQ,7549.34,BUY,2025-01-29
411,1010,QQQ,89782.21,BUY,2025-07-10
412,1692,NVDA,69068.45,SELL,2025-06-07
413,1650,TSLA,51656.09,BUY,2025-05-30
414,1620,MSFT,88281.7,BUY,2025-05-10
415,1620,NVDA,37421.46,SELL,2025-11-12
416,1993,MSFT,90753.52,BUY,2025-08-20
417,1877,TSLA,6428.24,BUY,2025-10-15
418,1960,NVDA,70031.65,SELL,2025-03-09
419,1601,AAPL,78921.74,SELL,2025-02-05
420,1135,TSLA,39269.01,SELL,2025-11-09
421,1409,MSFT,89830.12,SELL,2025-09-02
422,1286,MSFT,44855.83,BUY,2025-03-28
423,1289,QQQ,92523.54,SELL,2025-10-23
424,1064,MSFT,22548.46,SELL,2025-11-11
425,1438,SPY,53775.42,BUY,2025-08-21
426,1458,AAPL,40657.36,SELL,2025-03-15
427,1320,NVDA,81237.85,BUY,2025-02-18
428,1933,TSLA,46613.0,BUY,2025-03-06
429,1203,MSFT,37575.22,SELL,2025-01-10
430,1869,MSFT,86154.42,BUY,2025-09-11
431,1756,AAPL,29063.42,SELL,2025-12-06
432,1971,QQQ,15106.7,SELL,2025-04-28
433,1599,QQQ,45368.94,BUY,2025-12-23
434,1367,AAPL,1756.52,BUY,2025-11-26
435,1986,QQQ,93749.75,BUY,2025-07-18
436,1484,SPY,58340.55,BUY,2025-10-16
437,1794,SPY,69035.1,SELL,2025-11-15
438,1709,SPY,76624.75,SELL,2025-09-29
439,1016,QQQ,88344.36,BUY,2025-01-26
440,1815,AAPL,58873.28,BUY,2025-11-22
441,1141,NVDA,69815.4,SELL,2025-02-23
442,1707,MSFT,67837.21,SELL,2025-03-19
443,1144,TSLA,47179.51,BUY,2025-07-29
444,1769,TSLA,29751.54,BUY,2025-02-24
445,1641,NVDA,3041.32,BUY,2025-02-19
446,1880,SPY,89784.54,SELL,2025-12-01
447,1522,MSFT,62871.58,BUY,2025-09-24
448,1234,TSLA,94629.55,SELL,2025-04-13
449,1320,TSLA,66463.26,BUY,2025-05-20
450,1574,TSLA,34694.65,BUY,2025-06-13
451,1665,MSFT,72444.89,BUY,2025-02-05
452,1509,AAPL,49034.58,SELL,2025-04-16
453,1615,TSLA,26498.77,SELL,2025-04-02
454,1156,QQQ,39983.17,BUY,2025-12-04
455,1337,QQQ,46122.91,BUY,2025-11-25
456,1884,MSFT,72705.87,BUY,2025-01-04
457,1133,AAPL,15867.31,SELL,2025-10-26
458,1367,QQQ,5401.79,SELL,2025-12-02
459,1989,AAPL,82262.08,BUY,2025-06-18
460,1217,QQQ,32346.36,SELL,2025-03-25
461,1619,TSLA,48614.2,SELL,2025-10-09
462,1717,TSLA,12234.15,BUY,2025-07-06
463,1720,QQQ,39525.73,BUY,2025-09-28
464,1431,SPY,30452.65,SELL,2025-09-24
465,1378,QQQ,77169.85,BUY,2025-03-07
466,1342,NVDA,35095.85,BUY,2025-08-10
467,1507,NVDA,47251.36,BUY,2025-12-31
468,1638,TSLA,53521.24,SELL,2025-04-18
469,1085,NVDA,8337.29,SELL,2025-11-16
470,1019,TSLA,29906.77,SELL,2025-06-13
471,1188,SPY,85478.9,BUY,2025-06-13
472,1571,NVDA,59171.13,SELL,2025-09-25
473,1604,QQQ,65979.46,BUY,2025-09-12
474,1636,AAPL,13492.77,BUY,2025-03-06
475,1735,QQQ,51829.42,SELL,2025-12-10
476,1267,TSLA,40975.7,BUY,2025-03-25
477,1109,TSLA,47136.9,SELL,2025-03-10
478,1955,MSFT,8586.7,SELL,2025-11-17
479,1806,MSFT,13048.54,BUY,2025-07-04
480,1841,QQQ,20283.69,BUY,2025-02-25
481,1681,MSFT,12201.78,BUY,2025-10-21
482,1551,TSLA,25418.37,BUY,2025-02-23
483,1334,MSFT,89971.4,SELL,2025-04-09
484,1788,TSLA,76493.99,SELL,2025-01-15
485,1964,QQQ,74867.72,BUY,2025-06-03
486,1618,AAPL,68724.64,SELL,2025-11-29
487,1490,SPY,74578.0,SELL,2025-04-26
488,1172,AAPL,97336.78,BUY,2025-01-24
489,1613,AAPL,95828.53,SELL,2025-07-28
490,1922,AAPL,37036.3,SELL,2025-11-13
491,1775,QQQ,14726.02,BUY,2025-06-10
492,1663,AAPL,87362.82,BUY,2025-12-02
493,1955,AAPL,77837.31,BUY,2025-12-21
494,1071,MSFT,51631.91,SELL,2025-10-24
495,1395,MSFT,83011.26,SELL,2025-11-13
496,1667,TSLA,79082.68,SELL,2025-05-15
497,1580,MSFT,6257.96,SELL,2025-03-12
498,1661,AAPL,99168.7,BUY,2025-04-26
499,1772,QQQ,37829.9,SELL,2025-04-21
500,1797,NVDA,30625.9,SELL,2025-12-18
501,1900,NVDA,5621.53,SELL,2025-06-18
502,1400,NVDA,72004.84,SELL,2025-12-03
503,1816,MSFT,54450.8,SELL,2025-02-09
504,1020,AAPL,21851.03,BUY,2025-05-25
505,1693,AAPL,23032.68,BUY,2025-01-16
506,1378,QQQ,78700.71,SELL,2025-05-07
507,1623,SPY,79380.54,BUY,2025-02-17
508,1137,MSFT,95276.11,BUY,2025-12-18
509,1542,TSLA,79741.24,BUY,2025-10-11
510,1679,QQQ,55049.53,SELL,2025-04-17
511,1278,AAPL,55053.92,BUY,2025-05-28
512,1461,TSLA,33693.52,BUY,2025-06-10
513,1120,QQQ,14647.67,BUY,2025-07-29
514,1795,TSLA,87980.36,SELL,2025-09-08
515,1846,TSLA,36624.36,BUY,2025-11-13
516,1655,NVDA,46183.38,BUY,2025-10-06
517,1520,SPY,47165.95,SELL,2025-11-08
518,1814,QQQ,54188.79,SELL,2025-05-11
519,1013,SPY,74260.77,SELL,2025-04-08
520,1776,TSLA,76711.5,SELL,2025-03-10
521,1181,SPY,25137.48,SELL,2025-09-21
522,1975,MSFT,77177.03,SELL,2025-10-06
523,1671,NVDA,54276.48,SELL,2025-03-23
524,1313,AAPL,45916.4,SELL,2025-12-20
525,1306,MSFT,14413.26,SELL,2025-03-07
526,1157,QQQ,51449.6,SELL,2025-12-14
527,1080,SPY,24789.04,SELL,2025-05-23
528,1663,NVDA,7480.46,BUY,2025-11-21
529,1754,SPY,72145.19,BUY,2025-10-13
530,1098,TSLA,71975.45,SELL,2025-12-31
531,1511,TSLA,53704.28,SELL,2025-09-26
532,1871,QQQ,27322.82,SELL,2025-02-24
533,1987,SPY,61827.08,BUY,2025-12-01
534,1474,QQQ,6378.74,SELL,2025-07-16
535,1111,TSLA,84658.47,SELL,2025-03-23
536,1904,NVDA,73898.25,BUY,2025-03-11
537,1553,NVDA,84760.17,SELL,2025-03-19
538,1322,TSLA,6909.41,SELL,2025-06-11
539,1354,SPY,53898.82,SELL,2025-10-25
